"","st","year","X","state","gov_party","hs_abs_diff","sen_abs_diff","divided_gov","gini","gop_pct","unemploy","foreign_born_pop","population","pc_income","bowen_legprof_firstdim","bowen_legprof_seconddim","sess_length","leg_realsalary","leg_expend","squire_2015","squire_2009","squire_2003","squire_1996","squire_1986","squire_1979","legprofscore","legprofscore2","counter","dem_leg_median","rep_leg_median","l_diffs","logpop","pct_fb","divided_gov_1993","gov_party_1993","legprofscore_1993","hs_abs_diff_1993","sen_abs_diff_1993","logpop_1993","pc_income_1993","unemploy_1993","pct_fb_1993","gini_1993","leg_realsalary_1993","sess_length_1993","leg_expend_1993","abs_diff","abs_diff_1993","hou_chamber","sen_chamber","h_diffs","s_diffs","hou_dem","hou_rep","sen_dem","sen_rep","house_term_limit_year","house_term_limit","senate_term_limit_year","senate_term_limit","house_term_limit_length","senate_tl_plus","average_term_limitedness_score","house_term_limitedness_score","senate_term_limitedness_score","term_limitedness","house_term_limitedness","senate_term_limitedness","close5","close10","na_close","house_term_limit2"
"129","CO",2001,129,"CO",0,6.92308,1.42857,1,0.581278383731842,0.544858358,2.5,382623.2,4400000,34.931,0.4989748,-0.52696079,170.3999939,73.30064453,487.5162811,0.268,0.199,0.202,0.172,0.3,0.284,-1.59948758158093,0.172,101,-1.059,0.97,2.029,15.2971150988885,0.0869598181818182,1,1,0.172,2.30769,4.28571,15.0964444034263,22.402,6,0.05852075,0.567683398723602,52.15701953,170.3999939,360.7434692,4.175825,3.2967,0.57,-0.113,1.98,2.117,-1.025,0.955,-1.079,1.038,1998,1,1998,1,8,0,0.46,0.4,0.56,0.46,0.4,0.56,0.144578313253012,0.27710843373494,0,1
"131","CO",2003,131,"CO",0,6.92308,1.42857,0,0.565677881240845,0.544858358,5.90000009536743,408063.6,4500000,35.132,0.25878465,-0.3222253,170.3999939,70.18299609,458.3519897,0.268,0.199,0.202,0.172,0.3,0.284,-1.59948758158093,0.202,102,-1.041,1.005,2.046,15.3195879547405,0.0906808,1,1,0.172,2.30769,4.28571,15.0964444034263,22.402,6,0.05852075,0.567683398723602,52.15701953,170.3999939,360.7434692,4.175825,3.2967,0.514,-0.017,1.98,2.106,-0.975,1.005,-1.074,1.032,1998,1,1998,1,8,0,0.46,0.4,0.56,0.46,0.4,0.56,0.195121951219512,0.280487804878049,0,1
"133","CO",2005,133,"CO",0,3.84615,1.42857,1,0.580472886562347,0.523664265,5.19999980926514,433504,4600000,38.025,0.18674184,-0.40685341,170.3999939,65.94435156,407.1941223,0.268,0.199,0.202,0.172,0.3,0.284,-1.59948758158093,0.202,99,-1.062,1.0105,2.0725,15.3415668614593,0.09424,1,1,0.172,2.30769,4.28571,15.0964444034263,22.402,6,0.05852075,0.567683398723602,52.15701953,170.3999939,360.7434692,2.63736,3.2967,-0.6,-0.484,2.108,2.033,-1.057,1.051,-1.067,0.966,1998,1,1998,1,8,0,0.46,0.4,0.56,0.46,0.4,0.56,0.108433734939759,0.180722891566265,0,1
"135","CO",2007,135,"CO",1,10,7.14286,0,0.589080452919006,0.523664265,3.7,529131.3,4800000,41.996,0.11325353,-0.36468554,169.6899948,61.93379297,416.9301453,0.268,0.199,0.202,0.172,0.3,0.284,-1.61445045425764,0.202,100,-1.061,1.223,2.284,15.3841264758781,0.1102356875,1,1,0.172,2.30769,4.28571,15.0964444034263,22.402,6,0.05852075,0.567683398723602,52.15701953,170.3999939,360.7434692,8.57143,3.2967,-0.766,-0.705,2.328,2.336,-1.144,1.184,-1.012,1.324,1998,1,1998,1,8,1,0.46,0.4,0.56,0.46,0.4,0.56,0.0731707317073171,0.170731707317073,0,1
"137","CO",2009,137,"CO",1,8.46154,10,0,0.592712640762329,0.454491923,7.3,484384.8,5000000,39.838,0.35126236,-0.66333133,205.1999969,60.49208203,440.4497681,0.268,0.199,0.202,0.172,0.3,0.284,-1.61445045425764,0.199,100,-1.144,1.346,2.49,15.4249484703984,0.09687696,1,1,0.172,2.30769,4.28571,15.0964444034263,22.402,6,0.05852075,0.567683398723602,52.15701953,170.3999939,360.7434692,9.23077,3.2967,-0.777,-0.759,2.464,2.543,-1.163,1.301,-1.061,1.482,1998,1,1998,1,8,1,0.46,0.4,0.56,0.46,0.4,0.56,0.072289156626506,0.168674698795181,0,1
"139","CO",2011,139,"CO",1,0.76923,7.14286,1,0.620720267295837,0.454491923,8.4,382623.2,5119480,42.972,0.31234238,-0.7184211,205.1999969,57.57440039,414.0361786,0.268,0.199,0.202,0.172,0.3,0.284,-1.61445045425764,0.199,100,-1.3805,1.4165,2.797,15.4485634293579,0.0747386843976341,1,1,0.172,2.30769,4.28571,15.0964444034263,22.402,6,0.05852075,0.567683398723602,52.15701953,170.3999939,360.7434692,3.956045,3.2967,0.338,-0.705,3.023,2.65,-1.618,1.405,-1.164,1.486,1998,1,1998,1,8,1,0.46,0.4,0.56,0.46,0.4,0.56,0.146341463414634,0.231707317073171,0,1
"141","CO",2013,141,"CO",1,5.3846154,4.2857143,0,0.614363431930542,0.472519928,6.8,408063.6,5271132,46.869,0.069940127,-0.33960667,170.3999939,55.71386914,459.3646088,0.268,0.199,0.202,0.172,0.3,0.284,-1.31676829847128,0.199,102,-1.605,1.663,3.268,15.4777556982102,0.0774147943933106,1,1,0.172,2.30769,4.28571,15.0964444034263,22.402,6,0.05852075,0.567683398723602,52.15701953,170.3999939,360.7434692,4.83516485,3.2967,-1.2,-0.697,3.356,2.885,-1.701,1.655,-1.192,1.693,1998,1,1998,1,8,1,0.46,0.4,0.56,0.46,0.4,0.56,0.0481927710843374,0.168674698795181,0,1
"145","CT",1993,145,"CT",0.5,7.61589,5.55556,1,0.593716979026794,0.458748833,6.80000019073486,306558.2,3300000,29.468,0.42533445,-0.97779983,170.4000015,49.95152344,431.6359253,0.267,0.196,0.19,0.178,0.233,0.2,-1.72597172869005,0.233,NA,NA,NA,NA,15.0094330264367,0.0928964242424243,1,0.5,0.178,7.61589,5.55556,15.0094330264367,29.468,6.80000019073486,0.0928964242424243,0.593716979026794,49.95152344,170.4000015,431.6359253,6.585725,6.585725,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0748663101604278,0.229946524064171,0,0
"147","CT",1995,147,"CT",0,10.2649,2.77778,1,0.599363744258881,0.458748833,5.40000009536743,324675,3300000,31.722,0.42533445,-0.97779983,170.4000015,47.27309961,438.5871277,0.267,0.196,0.19,0.178,0.233,0.2,-1.72597172869005,0.233,NA,NA,NA,NA,15.0094330264367,0.0983863636363636,1,0.5,0.178,7.61589,5.55556,15.0094330264367,29.468,6.80000019073486,0.0928964242424243,0.593716979026794,49.95152344,170.4000015,431.6359253,6.52134,6.585725,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0962566844919786,0.165775401069519,0,0
"149","CT",1997,149,"CT",0,13.57616,2.77778,1,0.628711998462677,0.396364931,5.40000009536743,342791.8,3300000,35.214,0.42533445,-0.97779983,170.4000015,45.19118164,447.9183197,0.267,0.196,0.19,0.178,0.233,0.2,-1.72597172869005,0.178,187,-1.089,0.118,1.207,15.0094330264367,0.103876303030303,1,0.5,0.178,7.61589,5.55556,15.0094330264367,29.468,6.80000019073486,0.0928964242424243,0.593716979026794,49.95152344,170.4000015,431.6359253,8.17697,6.585725,-0.915,-0.923,1.145,1.53,-1.057,0.088,-1.339,0.191,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0588235294117647,0.0962566844919786,0,0
"151","CT",1999,151,"CT",0,13.57616,2.77778,1,0.643811762332916,0.396364931,2.79999995231628,360908.6,3400000,39.825,0.15701687,-0.25880677,170.3499985,56.1074668,555.2145691,0.267,0.196,0.19,0.178,0.233,0.2,-1.72597172869005,0.178,187,-1.1,0.1075,1.2075,15.0392859895864,0.106149588235294,1,0.5,0.178,7.61589,5.55556,15.0094330264367,29.468,6.80000019073486,0.0928964242424243,0.593716979026794,49.95152344,170.4000015,431.6359253,8.17697,6.585725,-0.93,-0.923,1.151,1.528,-1.067,0.084,-1.339,0.189,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0267379679144385,0.0641711229946524,0,0
"153","CT",2001,153,"CT",0,16.22517,8.33333,1,0.645848035812378,0.40744342,2.5,381682.3,3400000,45.272,0.46011308,-0.43657443,174.6600037,68.41393359,553.2888794,0.267,0.196,0.19,0.178,0.233,0.2,-1.66073120682165,0.178,187,-1.097,0.1165,1.2135,15.0392859895864,0.1122595,1,0.5,0.178,7.61589,5.55556,15.0094330264367,29.468,6.80000019073486,0.0928964242424243,0.593716979026794,49.95152344,170.4000015,431.6359253,12.27925,6.585725,-0.945,-1.017,1.152,1.489,-1.063,0.089,-1.3,0.189,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0267379679144385,0.0802139037433155,0,0
"155","CT",2003,155,"CT",0,12.25166,8.33333,1,0.607978403568268,0.40744342,5.40000009536743,405112.9,3500000,45.468,0.31638351,-0.30502346,171.3199997,65.50412891,550.3071899,0.267,0.196,0.19,0.178,0.233,0.2,-1.66073120682165,0.19,190,-1.12,0.108,1.228,15.0682735264596,0.115746542857143,1,0.5,0.178,7.61589,5.55556,15.0094330264367,29.468,6.80000019073486,0.0928964242424243,0.593716979026794,49.95152344,170.4000015,431.6359253,10.292495,6.585725,-0.934,-1.097,1.162,1.489,-1.075,0.087,-1.3,0.189,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0748663101604278,0.144385026737968,0,0
"157","CT",2005,157,"CT",0,15.56291,16.66666,1,0.612258613109589,0.447250524,4.90000009536743,428543.5,3500000,50.226,0.27866244,-0.272504,170.4000015,61.5480625,578.7974854,0.267,0.196,0.19,0.178,0.233,0.2,-1.66073120682165,0.19,188,-1.1285,0.108,1.2365,15.0682735264596,0.122441,1,0.5,0.178,7.61589,5.55556,15.0094330264367,29.468,6.80000019073486,0.0928964242424243,0.593716979026794,49.95152344,170.4000015,431.6359253,16.114785,6.585725,-0.976,-1.097,1.202,1.455,-1.111,0.091,-1.265,0.19,3000,0,3000,0,8,0,0,0,0,0,0,0,0.053475935828877,0.112299465240642,0,0
"159","CT",2007,159,"CT",0,20.86092,16.66666,1,0.627086877822876,0.447250524,4.5,433375.8,3500000,57.919,0.38882175,-0.44285521,175,57.804875,602.6392822,0.267,0.196,0.19,0.178,0.233,0.2,-1.62964061975162,0.19,189,-1.131,0.1195,1.2505,15.0682735264596,0.123821657142857,1,0.5,0.178,7.61589,5.55556,15.0094330264367,29.468,6.80000019073486,0.0928964242424243,0.593716979026794,49.95152344,170.4000015,431.6359253,18.76379,6.585725,-1.018,-1.089,1.229,1.434,-1.126,0.103,-1.245,0.189,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0748663101604278,0.122994652406417,0,0
"161","CT",2009,161,"CT",0,25.49669,16.66666,1,0.640010118484497,0.38681638,7.9,475404.7,3600000,60.428,0.10878541,-0.14441787,144.2600021,56.45927734,577.0872803,0.267,0.196,0.19,0.178,0.233,0.2,-1.62964061975162,0.196,NA,NA,NA,NA,15.0964444034263,0.132056861111111,1,0.5,0.178,7.61589,5.55556,15.0094330264367,29.468,6.80000019073486,0.0928964242424243,0.593716979026794,49.95152344,170.4000015,431.6359253,21.081675,6.585725,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0320855614973262,0.117647058823529,0,0
"163","CT",2011,163,"CT",1,16.22517,13.88889,0,0.67500501871109,0.38681638,8.8,381682.3,3589759,63.813,-0.3524372,0.36219978,95,53.73610742,547.4321289,0.267,0.196,0.19,0.178,0.233,0.2,-1.62964061975162,0.196,187,-1.157,0.083,1.24,15.0935956272919,0.106325327131989,1,0.5,0.178,7.61589,5.55556,15.0094330264367,29.468,6.80000019073486,0.0928964242424243,0.593716979026794,49.95152344,170.4000015,431.6359253,15.05703,6.585725,-1.013,-1.061,1.224,1.396,-1.151,0.073,-1.255,0.141,3000,0,3000,0,8,0,0,0,0,0,0,0,0.122994652406417,0.219251336898396,0,0
"165","CT",2013,165,"CT",1,15.8536585,11.1111111,0,0.680023968219757,0.412269936,7.8,405112.9,3597168,64.016,0.077113181,-0.27863213,170.4000015,51.99961133,530.2357788,0.267,0.196,0.19,0.178,0.233,0.2,-1.32050662058189,0.196,187,-1.149,0.09,1.239,15.0956574271751,0.112619955476086,1,0.5,0.178,7.61589,5.55556,15.0094330264367,29.468,6.80000019073486,0.0928964242424243,0.593716979026794,49.95152344,170.4000015,431.6359253,13.4823848,6.585725,-1.009,-1.034,1.208,1.392,-1.131,0.077,-1.213,0.179,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0695187165775401,0.155080213903743,0,0
"169","DE",1993,169,"DE",1,6.09756,21.42857,1,0.531264662742615,0.448020073,5.19999980926514,29061.9,706378,23.426,-0.28947312,0.13676897,97,73.17528125,262.6450653,0.203,0.159,0.148,0.151,0.192,0.179,-1.89047544216721,0.192,NA,NA,NA,NA,13.467905783959,0.0411421363632503,1,1,0.151,6.09756,21.42857,13.467905783959,23.426,5.19999980926514,0.0411421363632503,0.531264662742615,73.17528125,97,262.6450653,13.763065,13.763065,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0483870967741935,0.0967741935483871,0,0
"171","DE",1995,171,"DE",1,15.85366,7.14286,1,0.538938283920288,0.448020073,4.40000009536743,33586.5,729734,24.972,-0.28332695,0.18797885,98,73.33535938,320.1660461,0.203,0.159,0.148,0.151,0.192,0.179,-1.89047544216721,0.192,63,-0.488,0.121,0.609,13.5004353631591,0.0460256751090123,1,1,0.151,6.09756,21.42857,13.467905783959,23.426,5.19999980926514,0.0411421363632503,0.531264662742615,73.17528125,97,262.6450653,11.49826,13.763065,-0.084,-0.298,0.721,0.71,-0.631,0.09,-0.481,0.229,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0588235294117647,0.0588235294117647,0,0
"173","DE",1997,173,"DE",1,15.85366,11.90476,1,0.553889393806458,0.413763434,4.09999990463257,38111.1,751487,27.097,-0.24500851,0.13228934,103,74.15021094,310.1778107,0.203,0.159,0.148,0.151,0.192,0.179,-1.89047544216721,0.151,63,-0.513,0.124,0.637,13.5298091892897,0.0507142505459176,1,1,0.151,6.09756,21.42857,13.467905783959,23.426,5.19999980926514,0.0411421363632503,0.531264662742615,73.17528125,97,262.6450653,13.87921,13.763065,-0.036,-0.298,0.779,0.74,-0.689,0.09,-0.488,0.252,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0192307692307692,0.0769230769230769,0,0
"175","DE",1999,175,"DE",1,13.41463,11.90476,1,0.561658263206482,0.413763434,3.40000009536743,42635.7,774990,31.496,-0.18297714,0.1262363,104,76.15762109,329.9498749,0.203,0.159,0.148,0.151,0.192,0.179,-1.89047544216721,0.151,62,-0.5735,0.127,0.7005,13.5606054050264,0.0550145163163396,1,1,0.151,6.09756,21.42857,13.467905783959,23.426,5.19999980926514,0.0411421363632503,0.531264662742615,73.17528125,97,262.6450653,12.659695,13.763065,-0.063,-0.298,0.807,0.72,-0.728,0.079,-0.488,0.232,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0588235294117647,0.137254901960784,0,0
"177","DE",2001,177,"DE",1,13.41463,11.90476,1,0.546733498573303,0.432599352,3.70000004768372,47595,795699,37.417,-0.20833831,0.27230296,90,81.60805078,334.8888397,0.203,0.159,0.148,0.151,0.192,0.179,-1.91054300521802,0.151,62,-0.5735,0.128,0.7015,13.5869762526098,0.0598153321796307,1,1,0.151,6.09756,21.42857,13.467905783959,23.426,5.19999980926514,0.0411421363632503,0.531264662742615,73.17528125,97,262.6450653,12.659695,13.763065,0.028,-0.298,0.855,0.647,-0.728,0.127,-0.488,0.159,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0576923076923077,0.0769230769230769,0,0
"179","DE",2003,179,"DE",1,20.73171,11.90476,1,0.539572358131409,0.432599352,4.09999990463257,52989,818003,38.187,-0.24490522,0.29524809,89,81.71554297,320.7730255,0.203,0.159,0.148,0.151,0.192,0.179,-1.91054300521802,0.148,62,-0.599,0.161,0.76,13.6146212830598,0.064778491032429,1,1,0.151,6.09756,21.42857,13.467905783959,23.426,5.19999980926514,0.0411421363632503,0.531264662742615,73.17528125,97,262.6450653,16.318235,13.763065,0.059,-0.222,1.042,0.647,-0.881,0.161,-0.488,0.159,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0483870967741935,0.129032258064516,0,0
"181","DE",2005,181,"DE",1,12.5,11.90476,1,0.558697581291199,0.461684938,4.09999990463257,58383,845150,39.469,-0.19563119,0.32751372,84,87.45320313,315.8969116,0.203,0.159,0.148,0.151,0.192,0.179,-1.91054300521802,0.148,62,-0.6415,0.161,0.8025,13.6472694053783,0.0690800449624327,1,1,0.151,6.09756,21.42857,13.467905783959,23.426,5.19999980926514,0.0411421363632503,0.531264662742615,73.17528125,97,262.6450653,12.20238,13.763065,0.051,-0.222,1.041,0.647,-0.88,0.161,-0.488,0.159,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0588235294117647,0.0784313725490196,0,0
"183","DE",2007,183,"DE",1,6.09756,11.90476,1,0.561018347740173,0.461684938,3.4,60734.1,871749,41.834,-0.15884911,0.28135049,91,87.46689844,317.2828674,0.203,0.159,0.148,0.151,0.192,0.179,-1.83885107676191,0.148,63,-0.607,0.182,0.789,13.6782568174194,0.0696692511261843,1,1,0.151,6.09756,21.42857,13.467905783959,23.426,5.19999980926514,0.0411421363632503,0.531264662742615,73.17528125,97,262.6450653,9.00116,13.763065,-0.104,-0.298,1.023,0.672,-0.849,0.174,-0.482,0.19,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0576923076923077,0.134615384615385,0,0
"185","DE",2009,185,"DE",1,8.53659,26.19048,0,0.557347536087036,0.373618614,8.3,69171,891730,41.317,-0.20295608,0.21681991,93,85.13121875,277.0788879,0.203,0.159,0.148,0.151,0.192,0.179,-1.83885107676191,0.159,63,-0.684,0.174,0.858,13.7009186751591,0.0775694436656836,1,1,0.151,6.09756,21.42857,13.467905783959,23.426,5.19999980926514,0.0411421363632503,0.531264662742615,73.17528125,97,262.6450653,17.363535,13.763065,-0.626,-0.424,1.018,0.76,-0.844,0.174,-0.504,0.256,3000,0,3000,0,8,0,0,0,0,0,0,0,0.117647058823529,0.215686274509804,0,0
"187","DE",2011,187,"DE",1,13.41463,16.66666,0,0.563827395439148,0.373618614,7.5,47595,907916,43.714,0.36507842,-0.61173135,183,83.26964453,259.7490082,0.203,0.159,0.148,0.151,0.192,0.179,-1.83885107676191,0.159,62,-0.75,0.332,1.082,13.7189071422908,0.0524222505165676,1,1,0.151,6.09756,21.42857,13.467905783959,23.426,5.19999980926514,0.0411421363632503,0.531264662742615,73.17528125,97,262.6450653,15.040645,13.763065,-0.749,-0.398,1.14,0.918,-0.852,0.288,-0.534,0.384,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0769230769230769,0.192307692307692,0,0
"189","DE",2013,189,"DE",1,11.6666667,11.9047619,1,0.56888210773468,0.405530451,6.7,52989,925353,43.85,-0.21782103,0.17425238,94,81.78981641,277.2466888,0.203,0.159,0.148,0.151,0.192,0.179,-1.59454929994035,0.159,62,-0.805,0.3865,1.1915,13.7379305653172,0.0572635523956804,1,1,0.151,6.09756,21.42857,13.467905783959,23.426,5.19999980926514,0.0411421363632503,0.531264662742615,73.17528125,97,262.6450653,11.7857143,13.763065,-0.751,-0.475,1.224,0.933,-0.858,0.366,-0.547,0.386,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0806451612903226,0.145161290322581,0,0
"193","FL",1993,193,"FL",1,9.16667,0,1,0.603489279747009,0.511847834,7.40000009536743,1965069.1,14000000,21.847,0.98182625,1.7790786,86.61999893,67.23784766,2035.546753,0.245,0.21,0.223,0.249,0.255,0.224,-1.39030238251743,0.255,NA,NA,NA,NA,16.4545678875795,0.140362078571429,1,1,0.249,9.16667,0,16.4545678875795,21.847,7.40000009536743,0.140362078571429,0.603489279747009,67.23784766,86.61999893,2035.546753,4.583335,4.583335,NA,NA,NA,NA,NA,NA,NA,NA,2000,0,2000,0,8,0,0.48,0.51,0.42,0,0,0,0.11875,0.18125,0,0
"195","FL",1995,195,"FL",1,2.5,2.5,1,0.605019867420197,0.511847834,6.5,2166714.5,15000000,23.686,0.98182625,1.7790786,86.61999893,65.56180859,2130.010132,0.245,0.21,0.223,0.249,0.255,0.224,-1.39030238251743,0.255,NA,NA,NA,NA,16.5235607590665,0.144447633333333,1,1,0.249,9.16667,0,16.4545678875795,21.847,7.40000009536743,0.140362078571429,0.603489279747009,67.23784766,86.61999893,2035.546753,2.5,4.583335,NA,NA,NA,NA,NA,NA,NA,NA,2000,0,2000,0,8,0,0.48,0.51,0.42,0,0,0,0.0928571428571429,0.178571428571429,0,0
"197","FL",1997,197,"FL",1,0.833329999999997,7.5,1,0.61666065454483,0.468450388,5.09999990463257,2368359.9,15000000,25.551,0.98182625,1.7790786,86.61999893,67.172,2059.815796,0.245,0.21,0.223,0.249,0.255,0.224,-1.39030238251743,0.249,158,-0.875,0.446,1.321,16.5235607590665,0.15789066,1,1,0.249,9.16667,0,16.4545678875795,21.847,7.40000009536743,0.140362078571429,0.603489279747009,67.23784766,86.61999893,2035.546753,4.166665,4.583335,0.127,0.226,1.311,1.365,-0.871,0.44,-0.919,0.446,2000,0,2000,0,8,0,0.48,0.51,0.42,0,0,0,0.0785714285714286,0.121428571428571,0,0
"199","FL",1999,199,"FL",0,10.83333,12.5,0,0.623940646648407,0.468450388,4.19999980926514,2570005.3,16000000,27.995,1.0445468,1.9025842,85.19999695,67.95317578,2133.470215,0.245,0.21,0.223,0.249,0.255,0.224,-1.39030238251743,0.249,160,-0.9585,0.4575,1.416,16.5880992802041,0.16062533125,1,1,0.249,9.16667,0,16.4545678875795,21.847,7.40000009536743,0.140362078571429,0.603489279747009,67.23784766,86.61999893,2035.546753,11.666665,4.583335,0.262,0.181,1.402,1.376,-0.932,0.47,-0.964,0.412,2000,0,2000,0,8,0,0.48,0.51,0.42,0,0,0,0.0714285714285714,0.114285714285714,0,0
"201","FL",2001,201,"FL",0,14.16667,12.5,0,0.616038501262665,0.500046094,4,2769549.5,16000000,30.79,1.1536163,1.7164305,85.19999695,68.16959766,2111.032104,0.245,0.21,0.223,0.249,0.255,0.224,-1.50058350752202,0.249,160,-1.03,0.468,1.498,16.5880992802041,0.17309684375,1,1,0.249,9.16667,0,16.4545678875795,21.847,7.40000009536743,0.140362078571429,0.603489279747009,67.23784766,86.61999893,2035.546753,13.333335,4.583335,0.391,0.213,1.508,1.348,-1.034,0.474,-0.975,0.373,2000,1,2000,1,8,0,0.48,0.51,0.42,0.48,0.51,0.42,0.1,0.157142857142857,0,1
"203","FL",2003,203,"FL",0,17.5,14.10257,0,0.625981271266937,0.500046094,5.5,2966992.5,17000000,32.144,1.2560633,1.6773425,85.19999695,67.59734766,2165.875366,0.245,0.21,0.223,0.249,0.255,0.224,-1.50058350752202,0.223,160,-1.023,0.458,1.481,16.6487239020205,0.174528970588235,1,1,0.249,9.16667,0,16.4545678875795,21.847,7.40000009536743,0.140362078571429,0.603489279747009,67.23784766,86.61999893,2035.546753,15.801285,4.583335,0.374,0.259,1.505,1.327,-1.03,0.475,-0.951,0.376,2000,1,2000,1,8,0,0.48,0.51,0.42,0.48,0.51,0.42,0.025,0.075,0,1
"205","FL",2005,205,"FL",0,20,15,0,0.667079985141754,0.525236796,4.19999980926514,3164435.5,18000000,36.268,0.9632107,1.9577192,85.19999695,65.75970898,2127.219116,0.245,0.21,0.223,0.249,0.255,0.224,-1.50058350752202,0.223,159,-1.0135,0.474,1.4875,16.7058823158604,0.175801972222222,1,1,0.249,9.16667,0,16.4545678875795,21.847,7.40000009536743,0.140362078571429,0.603489279747009,67.23784766,86.61999893,2035.546753,17.5,4.583335,0.432,0.259,1.516,1.327,-1.023,0.493,-0.951,0.376,2000,1,2000,1,8,0,0.48,0.51,0.42,0.48,0.51,0.42,0.0287769784172662,0.0359712230215827,0,1
"207","FL",2007,207,"FL",0,15.83333,15,0,0.685729920864105,0.525236796,4,3376586.9,18000000,39.788,1.0925363,1.7621704,82.3599968,64.93796289,2123.558472,0.245,0.21,0.223,0.249,0.255,0.224,-1.56064774826467,0.223,162,-1.005,0.514,1.519,16.7058823158604,0.187588161111111,1,1,0.249,9.16667,0,16.4545678875795,21.847,7.40000009536743,0.140362078571429,0.603489279747009,67.23784766,86.61999893,2035.546753,15.416665,4.583335,0.423,0.267,1.558,1.37,-1.01,0.548,-0.976,0.394,2000,1,2000,1,8,0,0.48,0.51,0.42,0.48,0.51,0.42,0.0714285714285714,0.142857142857143,0,1
"209","FL",2009,209,"FL",0,13.33333,15,0,0.683642089366913,0.485823044,10.4,3559321.5,19000000,37.065,0.95376259,1.7930584,90.16999817,60.53059375,2087.293091,0.245,0.21,0.223,0.249,0.255,0.224,-1.56064774826467,0.21,NA,NA,NA,NA,16.7599495371307,0.187332710526316,1,1,0.249,9.16667,0,16.4545678875795,21.847,7.40000009536743,0.140362078571429,0.603489279747009,67.23784766,86.61999893,2035.546753,14.166665,4.583335,NA,NA,NA,NA,NA,NA,NA,NA,2000,1,2000,1,8,1,0.48,0.51,0.42,0.48,0.51,0.42,0.0857142857142857,0.135714285714286,0,1
"211","FL",2011,211,"FL",0,17.5,20,0,0.685198843479156,0.485823044,10,2769549.5,19105533,40.493,0.69806975,1.5988765,85.19999695,56.97370898,1850.373108,0.245,0.21,0.223,0.249,0.255,0.224,-1.56064774826467,0.21,160,-0.998,0.664,1.662,16.7654885369299,0.144960598586807,1,1,0.249,9.16667,0,16.4545678875795,21.847,7.40000009536743,0.140362078571429,0.603489279747009,67.23784766,86.61999893,2035.546753,18.75,4.583335,0.6,0.326,1.696,1.502,-0.982,0.714,-1.016,0.486,2000,1,2000,1,8,1,0.48,0.51,0.42,0.48,0.51,0.42,0.0214285714285714,0.05,0,1
"213","FL",2013,213,"FL",0,11.6666667,15,0,0.692623257637024,0.495577479,7.3,2966992.5,19594467,40.791,0.51243043,1.5658857,85.19999695,55.14179688,1725.779968,0.245,0.21,0.223,0.249,0.255,0.224,-1.40649706843741,0.21,160,-1.0655,0.713,1.7785,16.7907577884294,0.151419913590913,1,1,0.249,9.16667,0,16.4545678875795,21.847,7.40000009536743,0.140362078571429,0.603489279747009,67.23784766,86.61999893,2035.546753,13.33333335,4.583335,0.573,0.37,1.792,1.592,-1.05,0.742,-1.067,0.525,2000,1,2000,1,8,1,0.48,0.51,0.42,0.48,0.51,0.42,0.06875,0.1625,0,1
